doe_building_type,confidence,justification,key
OtherCommercial,0.8,"Fire and water damage restoration is a commercial service, typically not tied to a specific building type.",fire_and_water_damage_restoration
FullServiceRestaurant,0.85,Theme restaurant is a full-service restaurant.,theme_restaurant
OutPatient,0.85,Abortion clinics are outpatient medical facilities.,abortion_clinic
FullServiceRestaurant,0.9,French restaurant is a full-service ethnic restaurant.,french_restaurant
OtherCommercial,0.6,"Scout hall is a community or recreational facility, categorized as other commercial.",scout_hall
OtherCommercial,0.6,"TV mounting is a service, no specific building type.",tv_mounting
OtherCommercial,0.7,"Design museum is a cultural institution, best matched to OtherCommercial.",design_museum
OtherCommercial,0.6,Disc golf course is a recreational commercial facility without a specific DOE building type.,disc_golf_course
OtherIndustrial,0.85,Truck repair and services for businesses is an industrial service.,truck_repair_and_services_for_businesses
SmallOffice,0.85,"IP and internet law is a professional office service, best categorized as SmallOffice.",ip_and_internet_law
OtherCommercial,0.7,Pet adoption is a commercial or nonprofit service facility.,pet_adoption
Hospital,1.0,A children's hospital is a full hospital building type.,childrens_hospital
OtherIndustrial,0.9,Flour mills are industrial processing facilities.,flour_mill
StandaloneRetail,0.7,Welding supply stores are retail outlets selling welding equipment.,welding_supply_store
OtherCommercial,0.7,Traditional Chinese medicine is a commercial health service.,traditional_chinese_medicine
OtherCommercial,0.7,Plumbing is a commercial service business.,plumbing
OtherCommercial,0.6,Audiovisual equipment rental is a commercial service.,audiovisual_equipment_rental
StandaloneRetail,0.7,"Herbal shops are retail stores, fitting StandaloneRetail.",herbal_shop
StripMall,0.8,Children's clothing stores are typically located in strip malls or retail centers.,childrens_clothing_store
QuickServiceRestaurant,0.85,A food truck is a quick service restaurant.,food_truck
OtherCommercial,0.7,Outdoor advertising is a commercial service without a dedicated DOE building type.,outdoor_advertising
OtherCommercial,0.9,Bike sharing is a commercial service but does not fit into specific categories like retail or office.,bike_sharing
SmallOffice,0.8,Temporary employment agencies operate as small offices.,temp_agency
OtherIndustrial,0.7,Agricultural service is industrial or commercial; OtherIndustrial fits best.,agricultural_service
PrimarySchool,0.7,Cosmetology school is an educational facility; closest DOE type is PrimarySchool.,cosmetology_school
OtherIndustrial,0.6,"Skylight installation is a construction-related industrial service, fitting OtherIndustrial.",skylight_installation
OutPatient,0.85,Hair loss centers provide outpatient medical or cosmetic services.,hair_loss_center
StandaloneRetail,0.8,Custom cakes shop is a retail food specialty store.,custom_cakes_shop
LargeOffice,0.7,International business and trade services likely operate in office environments.,international_business_and_trade_services
OutPatient,0.95,Obstetrician and gynecologist services are outpatient medical services.,obstetrician_and_gynecologist
StandaloneRetail,0.8,Dance wear is a retail clothing store.,dance_wear
SmallOffice,0.8,Real estate offices are typically small office buildings.,real_estate
OtherCommercial,0.6,Environmental and ecological services for businesses are commercial service providers.,environmental_and_ecological_services_for_businesses
SmallOffice,0.85,Auto loan providers operate in small office commercial spaces.,auto_loan_provider
StandaloneRetail,0.8,Mobile phone accessories sold in retail stores.,mobile_phone_accessories
FullServiceRestaurant,0.9,Fondue restaurant is a type of full-service dining establishment.,fondue_restaurant
StandaloneRetail,0.7,"Car stereo store is a retail specialty store, best as StandaloneRetail.",car_stereo_store
FullServiceRestaurant,0.85,"Beach bar serves food and drinks, fitting FullServiceRestaurant.",beach_bar
Warehouse,0.85,RV and boat storage facilities are storage warehouses.,rv_and_boat_storage_facility
OtherCommercial,0.7,Flyboarding rental is a recreational commercial service without a DOE match.,flyboarding_rental
StripMall,0.8,Bedding and bath stores are retail stores often found in strip malls.,bedding_and_bath_stores
OutPatient,0.8,Orthotics is a medical outpatient service.,orthotics
SmallOffice,0.85,"Telemarketing services are office-based, fitting SmallOffice.",telemarketing_services
SmallOffice,0.85,Bank or credit union is an office-based financial service.,bank_credit_union
OtherIndustrial,0.8,Logging contractor is an industrial or heavy commercial operation.,logging_contractor
LargeHotel,0.9,Hotel is best matched to LargeHotel DOE building type.,hotel
Warehouse,0.8,Pipe supplier involves storage and distribution.,pipe_supplier
OtherCommercial,0.7,"Railway service is transportation infrastructure, not covered by DOE building types.",railway_service
FullServiceRestaurant,0.7,"Cigar bar serves food and drinks, fitting FullServiceRestaurant.",cigar_bar
OtherIndustrial,0.7,Septic services are industrial maintenance services.,septic_services
OtherCommercial,0.7,Lice treatment is a commercial health service not fitting other categories.,lice_treatment
OutPatient,0.85,Prosthetics services are medical-related and typically outpatient.,prosthetics
StandaloneRetail,0.8,"Used bookstores are retail outlets, classified as StandaloneRetail.",used_bookstore
SmallOffice,0.85,Real estate agent operates in a small office setting.,real_estate_agent
OtherCommercial,0.8,"Climbing service is a commercial activity likely related to recreational or fitness services, best categorized as OtherCommercial.",climbing_service
OtherCommercial,0.7,"Suicide prevention services are social services, often in commercial or office spaces.",suicide_prevention_services
OtherCommercial,0.7,Performing arts venues are commercial entertainment spaces not specifically covered.,performing_arts
OtherCommercial,0.7,Scooter tours are a commercial service without a specific DOE building type.,scooter_tours
MediumOffice,0.6,Martial arts clubs are recreational facilities often in medium office or community spaces.,martial_arts_club
OtherIndustrial,0.7,Lawn mower repair is an industrial repair service.,lawn_mower_repair_service
OtherIndustrial,0.8,"dairy_farm is agricultural/industrial, mapped to OtherIndustrial.",dairy_farm
OtherCommercial,0.7,Chimney service is a commercial service business.,chimney_service
OutPatient,0.95,Walk-in clinics provide outpatient medical services.,walk_in_clinic
OtherIndustrial,0.7,B2B energy and mining is industrial/commercial activity.,b2b_energy_and_mining
OtherCommercial,0.8,"Parking is generally a commercial support function, not a specific building type.",parking
SmallOffice,0.7,"Land surveying is a professional service, fitting small office.",land_surveying
OtherCommercial,0.7,Photo booth rental is a commercial service without a specific DOE building type.,photo_booth_rental
FullServiceRestaurant,0.8,Champagne bar is a type of full-service restaurant or bar.,champagne_bar
StandaloneRetail,0.8,Window treatment store is a retail establishment.,window_treatment_store
FullServiceRestaurant,0.9,Indian restaurant is a full-service dining establishment.,indian_restaurant
SmallOffice,0.8,Barbershops are small office or retail service establishments.,barber
StandaloneRetail,0.85,"Bathroom fixture stores are retail outlets selling specific products, fitting StandaloneRetail.",bathroom_fixture_stores
FullServiceRestaurant,0.8,"Soup restaurant implies a sit-down dining experience, typical of full-service restaurants.",soup_restaurant
OtherCommercial,0.75,Roller skating rink is a recreational commercial facility without a DOE match.,roller_skating_rink
OtherCommercial,0.5,"Lighthouse is a specialized facility not fitting other categories, assigned OtherCommercial.",lighthouse
OutPatient,0.95,Psychiatrist is a medical outpatient specialist.,psychiatrist
OtherIndustrial,0.7,Farm is an agricultural industrial facility.,farm
OtherIndustrial,0.85,Industrial company is classified as OtherIndustrial.,industrial_company
Hospital,0.9,"Pet hospice is a medical care facility for animals, similar to a hospital setting.",pet_hospice
StandaloneRetail,0.7,Wine tasting rooms are retail or hospitality spaces.,wine_tasting_room
SmallOffice,0.6,"Sommelier services are specialized professional services, likely office-based.",sommelier_service
QuickServiceRestaurant,0.9,Rotisserie chicken restaurant is typically quick service.,rotisserie_chicken_restaurant
OtherCommercial,0.6,"Cemeteries are outdoor facilities, no direct DOE building type; assigned OtherCommercial.",cemeteries
OtherIndustrial,0.7,Forklift dealer is an industrial equipment retail/service.,forklift_dealer
OtherIndustrial,0.8,Threads and yarns wholesaler is an industrial/commercial warehouse type.,threads_and_yarns_wholesaler
SmallHotel,0.9,"hotel_supply_service relates to hotel operations, SmallHotel is the closest DOE type for hotel-related services.",hotel_supply_service
OtherCommercial,0.7,"Motorcycle dealer is a retail dealership, mapped to other commercial.",motorcycle_dealer
OtherIndustrial,0.7,Tubing provider suggests industrial or manufacturing related activities.,tubing_provider
OtherIndustrial,0.8,Auto upholstery involves industrial manufacturing or repair processes.,auto_upholstery
OtherCommercial,0.7,Surf lifesaving club is a recreational/commercial facility without a specific DOE type.,surf_lifesaving_club
OtherCommercial,0.6,Hang gliding center is a recreational commercial facility.,hang_gliding_center
OtherCommercial,0.8,"Scuba diving center is a commercial recreational facility, best mapped to OtherCommercial.",scuba_diving_center
